JID,CID,Smiles,Carbon,Fluorine,Chlorine,Bromine,Iodine,Sulfur,Phosphorous,Acyclic nitrogen,Cyclic nitrogen,Acyclic oxygen,Cyclic oxygen,Heavy atoms,Acyclic single bonds,Acyclic double bonds,Acyclic triple bonds,Cyclic single bonds,Cyclic double bonds,Cyclic triple bonds,Rotable bonds,H-bond acceptor sites,H-bond acceptor atoms,H-bond donor sites,H-bond donor atoms,Negative charges,Positive charges,Acyclic single valent nodes,Acyclic divalent nodes,Acyclic trivalent nodes,Acyclic tetravalent nodes,Cyclic divalent nodes,Cyclic trivalent nodes,Cyclic tetravalent nodes,3-membered rings,4-membered rings,5-membered rings,6-membered rings,7-membered rings,8-membered rings,9-membered rings,>= 10-membered rings,nodes shared by >= 2 rings,edges shared by >= 2 rings,Functional groups
0,130652087,C#CCCSC1=NNN=C1,6,0,0,0,0,1,0,0,3,0,0,10,4,0,1,3,2,0,3,3,3,1,1,0,0,1,4,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon']
1,129668047,CCCC=CCS(=O)(=O)C,7,0,0,0,0,1,0,0,0,2,0,10,6,3,0,0,0,0,4,4,2,0,0,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
2,140994819,CCC(C=CCC(C)O)O,8,0,0,0,0,0,0,0,0,2,0,10,8,1,0,0,0,0,4,4,2,2,2,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
3,21721211,CCC(=O)OCC/C=C/C,8,0,0,0,0,0,0,0,0,2,0,10,7,2,0,0,0,0,4,4,2,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ester']
4,90704336,CCC(C(C)C(O)OC)O,7,0,0,0,0,0,0,0,0,3,0,10,9,0,0,0,0,0,4,6,3,2,2,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
5,66045681,CCCCNCC(=C)CC,9,0,0,0,0,0,0,1,0,0,0,10,8,1,0,0,0,0,6,1,1,1,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
6,129972225,CSN1C(=C(C=N1)N)C#N,5,0,0,0,0,1,0,2,2,0,0,10,4,0,1,3,2,0,1,4,4,2,1,0,0,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Nitrile']
7,20678039,CC(C)C1(OCO1)C(C)C,8,0,0,0,0,0,0,0,0,0,2,10,6,0,0,4,0,0,2,4,2,0,0,0,0,4,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,0,['Alkane'; 'Ether']
8,140544778,CCCCCC(C(=O)C)S,8,0,0,0,0,1,0,0,0,1,0,10,8,1,0,0,0,0,5,2,1,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ketone'; 'Thiol']
9,89041207,CC1=C(CSCC1)C(C)C,9,0,0,0,0,1,0,0,0,0,0,10,4,0,0,5,1,0,1,0,0,0,0,0,0,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
10,13778421,CCC(C(C)C(C)(C)O)O,8,0,0,0,0,0,0,0,0,2,0,10,9,0,0,0,0,0,3,4,2,2,2,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
11,130747059,CCC(=CC=O)CC(C)C,9,0,0,0,0,0,0,0,0,1,0,10,7,2,0,0,0,0,4,2,1,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Aldehyde']
12,67132144,C1C(=O)CC2=CC=C1C=C2,9,0,0,0,0,0,0,0,0,1,0,10,0,1,0,7,3,0,0,2,1,0,0,0,0,1,0,0,0,6,3,0,0,0,0,1,2,0,0,0,9,10,['Alkane'; 'Ketone']
13,144536832,C/C=C\C(=C/C=C/S)\NC,8,0,0,0,0,1,0,1,0,0,0,10,6,3,0,0,0,0,3,1,1,1,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine'; 'Thiol']
14,57125000,CCC(C1=CC=CN1)NC,8,0,0,0,0,0,0,1,1,0,0,10,5,0,0,3,2,0,3,2,2,2,2,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
15,118970001,CN1C2=C(C(=O)N1)NC=N2,5,0,0,0,0,0,0,0,4,1,0,10,1,1,0,5,4,0,0,6,5,2,2,0,0,2,0,0,0,4,4,0,0,0,2,0,0,0,0,0,2,1,['Alkane']
16,79479573,C1CC1NCCOCCN,7,0,0,0,0,0,0,2,0,1,0,10,7,0,0,3,0,0,6,4,3,3,2,0,0,1,6,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
17,67729636,C1C=CN2C=CC=NC2S1,7,0,0,0,0,1,0,0,2,0,0,10,0,0,0,8,3,0,0,2,2,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Imine']
18,45121791,CC1=CN=C(S1)N(C=N)O,5,0,0,0,0,1,0,2,1,1,0,10,4,1,0,3,2,0,2,5,4,2,2,0,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
19,21146413,C#CC1=CC=C(SS1)CO,7,0,0,0,0,2,0,0,0,1,0,10,3,0,1,4,2,0,1,2,1,1,1,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Acetylenic carbon'; 'Hydroxyl']
20,15174574,C/C=C(\C)/C(C)(CC#N)O,8,0,0,0,0,0,0,1,0,1,0,10,7,1,1,0,0,0,2,3,2,1,1,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Nitrile']
21,71381868,CC(C)(C)NC(=O)N(C)N,6,0,0,0,0,0,0,3,0,1,0,10,8,1,0,0,0,0,0,5,4,3,2,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
22,137356549,CCCC(N1C=CC=C1)S,8,0,0,0,0,1,0,0,1,0,0,10,5,0,0,3,2,0,3,1,1,0,0,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Thiol']
23,14225390,CC(C)C(=O)C(C)(C)C=C,9,0,0,0,0,0,0,0,0,1,0,10,7,2,0,0,0,0,3,2,1,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone']
24,66748444,C1N=C2C=CC=CC2[N+]1=O,7,0,0,0,0,0,0,0,2,1,0,10,0,1,0,7,3,0,0,4,3,0,0,0,1,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Imine']
25,59443543,CC(C)(C)C1=CNCCN1,8,0,0,0,0,0,0,0,2,0,0,10,4,0,0,5,1,0,0,2,2,2,2,0,0,3,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
26,127010323,CC(C1=CC=CS1)S(=O)C,7,0,0,0,0,2,0,0,0,1,0,10,4,1,0,3,2,0,2,2,1,0,0,0,0,3,0,2,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
27,130655930,CCN1CCC(C1)NOC,7,0,0,0,0,0,0,1,1,1,0,10,5,0,0,5,0,0,3,4,3,1,1,0,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
28,62142441,CC(C(=O)OC)NCCN,6,0,0,0,0,0,0,2,0,2,0,10,8,1,0,0,0,0,4,6,4,3,2,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Amine']
29,21907087,C1=CC2=CC(=O)N=C2N=C1,7,0,0,0,0,0,0,0,2,1,0,10,0,1,0,5,5,0,0,4,3,0,0,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,[]
30,101495432,C1=C=CC(=C[O])C=C1C#N,8,0,0,0,0,0,0,1,0,1,0,10,2,1,1,3,3,0,0,3,2,0,0,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Allenic carbon'; 'Vinylic carbon'; 'Nitrile']
31,153401214,CCCC(CO)(C#C)OC,8,0,0,0,0,0,0,0,0,2,0,10,8,0,1,0,0,0,4,4,2,1,1,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Hydroxyl'; 'Ether']
32,89369039,CC1(CC2C=CC1CN2)C,9,0,0,0,0,0,0,0,1,0,0,10,2,0,0,8,1,0,0,1,1,1,1,0,0,2,0,0,0,5,2,1,0,0,0,3,0,0,0,0,8,9,['Alkane'; 'Vinylic carbon'; 'Amine']
33,19380340,CCC1C(O1)CCCCO,8,0,0,0,0,0,0,0,0,1,1,10,7,0,0,3,0,0,5,4,2,1,1,0,0,2,5,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
34,150078164,CNC(=S(=O)=O)CN=[N+]=[N-],3,0,0,0,0,1,0,4,0,2,0,10,4,5,0,0,0,0,2,8,6,1,1,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine'; 'Azo']
35,21860050,C1=CC(=C(C=C1[O-])[O-])C=O,7,0,0,0,0,0,0,0,0,3,0,10,3,1,0,3,3,0,1,8,3,0,0,2,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Aldehyde']
36,69289798,CN1C2=C(NC1=O)OC=C2,6,0,0,0,0,0,0,0,2,1,1,10,1,1,0,5,4,0,0,6,4,1,1,0,0,2,0,0,0,4,4,0,0,0,2,0,0,0,0,0,2,1,['Alkane']
37,153981733,CCC(CC)OC1COC1,8,0,0,0,0,0,0,0,0,1,1,10,6,0,0,4,0,0,4,4,2,0,0,0,0,2,3,1,0,3,1,0,0,1,0,0,0,0,0,0,0,0,['Alkane'; 'Ether']
38,101622639,CC1=C(C=[N+](C=C1)CO)C,8,0,0,0,0,0,0,0,1,1,0,10,4,0,0,3,3,0,1,3,2,1,1,0,1,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
39,21829238,C1=CSC(=C1[N+]#N)[N+](=O)[O-],4,0,0,0,0,1,0,3,0,2,0,10,3,1,1,3,2,0,1,8,5,0,0,1,2,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,[]
40,123308897,CCC(=C)C=CC(=C)OC,9,0,0,0,0,0,0,0,0,1,0,10,6,3,0,0,0,0,4,2,1,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether']
41,141820045,CCCO/C(=C/C=C)/C=C,9,0,0,0,0,0,0,0,0,1,0,10,6,3,0,0,0,0,5,2,1,0,0,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether']
42,144213209,C(=C(/C(=O)O)\N)\C=C(N)N,5,0,0,0,0,0,0,3,0,2,0,10,6,3,0,0,0,0,2,7,5,7,4,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
43,85867903,C1CC2(CCC1C2)C3N=N3,8,0,0,0,0,0,0,0,2,0,0,10,1,0,0,10,1,0,1,2,2,0,0,0,0,0,0,0,0,7,2,1,1,0,2,0,0,0,0,0,3,2,['Alkane'; 'Azo']
44,21782391,COC(C(=O)/C=C/[O-])OC,6,0,0,0,0,0,0,0,0,4,0,10,7,2,0,0,0,0,4,9,4,0,0,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ketone']
45,14320742,CCCC1C(=O)CC(O1)C,8,0,0,0,0,0,0,0,0,1,1,10,4,1,0,5,0,0,2,4,2,0,0,0,0,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ketone']
46,6455762,C=O.C(C(CO)(CO)N)O,5,0,0,0,0,0,0,1,0,4,0,10,7,1,0,0,0,0,3,9,5,5,4,0,0,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
47,153809505,CNC1=NC=C(S1)C(=O)[O-],5,0,0,0,0,1,0,1,1,2,0,10,4,1,0,3,2,0,2,7,4,1,1,1,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
48,21959055,C1CCC(=O)C(C1)C(=O)[O-],7,0,0,0,0,0,0,0,0,3,0,10,2,2,0,6,0,0,1,7,3,0,0,1,0,3,0,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ketone']
49,150739533,CCCN1NNN1CCC,6,0,0,0,0,0,0,0,4,0,0,10,6,0,0,4,0,0,4,4,4,2,2,0,0,2,4,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
50,142180437,CC1=C(CC(=CC=C1)N)O,8,0,0,0,0,0,0,1,0,1,0,10,3,0,0,4,3,0,0,3,2,3,2,0,0,3,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Amine']
51,14010265,CN(C)S(=O)(=O)NCCN,4,0,0,0,0,1,0,3,0,2,0,10,7,2,0,0,0,0,4,7,5,3,2,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
52,151600319,CC=CC1(C=CC=CN1)N,8,0,0,0,0,0,0,1,1,0,0,10,3,1,0,4,2,0,1,2,2,3,2,0,0,2,2,0,0,5,0,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
53,140166328,C1CC(=O)N2CCNC2=C1,7,0,0,0,0,0,0,0,2,1,0,10,0,1,0,9,1,0,0,4,3,1,1,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Amide'; 'Amine']
54,82896027,CN1C=NC=C1C(=O)C=C,7,0,0,0,0,0,0,0,2,1,0,10,3,2,0,3,2,0,2,4,3,0,0,0,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ketone']
55,78990746,CC(C)C(CS(=O)(=O)C)O,6,0,0,0,0,1,0,0,0,3,0,10,7,2,0,0,0,0,3,6,3,1,1,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
56,90255795,C1COC(=N1)C2=NC=NS2,5,0,0,0,0,1,0,0,3,0,1,10,1,0,0,7,3,0,1,5,4,0,0,0,0,0,0,0,0,8,2,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Ether']
57,13613765,C=CCCCC1CCCO1,9,0,0,0,0,0,0,0,0,0,1,10,4,1,0,5,0,0,4,2,1,0,0,0,0,1,4,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether']
58,14366577,CC(C)(CNCCCN)N,7,0,0,0,0,0,0,3,0,0,0,10,9,0,0,0,0,0,5,3,3,5,3,0,0,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
59,148155926,CC1=CC2C=[N+]=NC2CC1,8,0,0,0,0,0,0,0,2,0,0,10,1,0,0,7,3,0,0,2,2,0,0,0,1,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Azo']
60,142881204,C/C=C/C(=C/C=C(/C)\S)/C,9,0,0,0,0,1,0,0,0,0,0,10,6,3,0,0,0,0,2,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Thiol']
61,3032155,C1CCN=C(C1)NC(=O)N,6,0,0,0,0,0,0,2,1,1,0,10,3,1,0,5,1,0,0,5,4,3,2,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
62,91421572,CN(C)CCC1=COC=N1,7,0,0,0,0,0,0,1,1,0,1,10,5,0,0,3,2,0,3,4,3,0,0,0,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
63,148035835,C1C(C1(C=O)N)CCCN,7,0,0,0,0,0,0,2,0,1,0,10,6,1,0,3,0,0,4,4,3,4,2,0,0,3,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Aldehyde'; 'Amine']
64,55303441,C/C=C/C(=C(C)C)C(=O)O,8,0,0,0,0,0,0,0,0,2,0,10,6,3,0,0,0,0,2,4,2,1,1,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Carboxylic acid']
65,150197771,C1=CSC(=N1)[N-]CC(=N)N,5,0,0,0,0,1,0,3,1,0,0,10,4,1,0,3,2,0,3,4,4,3,2,1,0,2,2,1,0,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
66,150428609,CNC(N(C=O)N=[N+]=[N-])O,3,0,0,0,0,0,0,5,0,2,0,10,6,3,0,0,0,0,4,9,7,2,2,1,1,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine'; 'Azo']
67,144198708,C=C/C=C(\C=C)/C(=O)OO,7,0,0,0,0,0,0,0,0,3,0,10,5,4,0,0,0,0,3,6,3,1,1,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Vinylic carbon'; 'Hydroxyl'; 'Ether']
68,148522975,CN1CC=C(C=C1)C2CC2,9,0,0,0,0,0,0,0,1,0,0,10,2,0,0,7,2,0,1,1,1,0,0,0,0,1,0,0,0,6,3,0,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
69,129812843,CC1=CC2C(C2O1)C(=O)O,7,0,0,0,0,0,0,0,0,2,1,10,3,1,0,6,1,0,1,6,3,1,1,0,0,3,0,1,0,2,4,0,1,0,1,0,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
70,54153705,C1=CN=CN2C1=NC(=C2)O,6,0,0,0,0,0,0,0,3,1,0,10,1,0,0,5,5,0,0,5,4,1,1,0,0,1,0,0,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Hydroxyl']
71,11263531,C1C/C=C\C(=O)CCOC1,8,0,0,0,0,0,0,0,0,1,1,10,0,1,0,8,1,0,0,4,2,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ketone']
72,15442422,CCCC[N+]1=CSC(=C1)C,8,0,0,0,0,1,0,0,1,0,0,10,5,0,0,3,2,0,3,1,1,0,0,0,1,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane']
73,139560111,CCS(=O)(=O)OC1COC1,5,0,0,0,0,1,0,0,0,3,1,10,4,2,0,4,0,0,3,8,4,0,0,0,0,3,2,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,['Alkane'; 'Ether']
74,144515011,C(CN)C(C(CCO)O)O,6,0,0,0,0,0,0,1,0,3,0,10,9,0,0,0,0,0,5,7,4,5,4,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
75,123567410,CC1=CC=C(CC=C1)CO,9,0,0,0,0,0,0,0,0,1,0,10,3,0,0,4,3,0,1,2,1,1,1,0,0,2,1,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
76,143454049,CC1=C(CCCC1=N)OC,8,0,0,0,0,0,0,1,0,1,0,10,3,1,0,5,1,0,1,3,2,1,1,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Ether']
77,64490320,CC(C)(C)CC(C1CC1)N,9,0,0,0,0,0,0,1,0,0,0,10,7,0,0,3,0,0,2,1,1,2,1,0,0,4,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
78,147440108,CC1CCC(C1)C2CNC2,9,0,0,0,0,0,0,0,1,0,0,10,2,0,0,9,0,0,1,1,1,1,1,0,0,1,0,0,0,6,3,0,0,1,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
79,64724179,CC(C)(CNS(=O)(=O)C)O,5,0,0,0,0,1,0,1,0,3,0,10,7,2,0,0,0,0,3,7,4,2,2,0,0,6,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
80,153373805,CC(C(C)(C)OC)N(C)C,8,0,0,0,0,0,0,1,0,1,0,10,9,0,0,0,0,0,3,3,2,0,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether']
81,134972925,C=C1C=C(C(=O)C=C1N)N,7,0,0,0,0,0,0,2,0,1,0,10,2,2,0,4,2,0,0,4,3,4,2,0,0,4,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,['Vinylic carbon'; 'Ketone'; 'Amine']
82,123448381,CCC1CCC2C1C2(C)C,10,0,0,0,0,0,0,0,0,0,0,10,4,0,0,7,0,0,1,0,0,0,0,0,0,3,1,0,0,2,3,1,1,0,1,0,0,0,0,0,2,1,['Alkane']
83,123322480,COC1=CC=C(C=C1)OO,7,0,0,0,0,0,0,0,0,3,0,10,4,0,0,3,3,0,2,6,3,1,1,0,0,2,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
84,142132493,CCC/C(=C/C=C)/C(=C)C,10,0,0,0,0,0,0,0,0,0,0,10,6,3,0,0,0,0,4,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
85,130124877,CCC(=O)OCSCCO,6,0,0,0,0,1,0,0,0,3,0,10,8,1,0,0,0,0,5,6,3,1,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Ester']
86,15670034,CC1=C(SC(=N1)C)CCN,7,0,0,0,0,1,0,1,1,0,0,10,5,0,0,3,2,0,2,2,2,2,1,0,0,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Amine']
87,130146767,C=CC1CC(C(O1)CO)O,7,0,0,0,0,0,0,0,0,2,1,10,4,1,0,5,0,0,2,6,3,2,2,0,0,3,2,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether']
88,5352149,CC1CCCCC/C=C\C1,10,0,0,0,0,0,0,0,0,0,0,10,1,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,['Alkane'; 'Vinylic carbon']
89,45120339,C=C/1CCCC2C(O2)/C=C1,9,0,0,0,0,0,0,0,0,0,1,10,0,1,0,9,1,0,0,2,1,0,0,0,0,1,0,0,0,6,3,0,1,0,0,0,0,1,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Ether']
90,153348563,C/C=N/N/C(=C/C=C)/C=C,8,0,0,0,0,0,0,2,0,0,0,10,5,4,0,0,0,0,4,2,2,1,1,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
91,60886256,C1CC(C(C1)SCCN)O,7,0,0,0,0,1,0,1,0,1,0,10,5,0,0,5,0,0,3,3,2,3,2,0,0,2,3,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
92,68308871,CCN1CC(C1)C2(CC2)N,8,0,0,0,0,0,0,1,1,0,0,10,4,0,0,7,0,0,2,2,2,2,1,0,0,2,1,0,0,4,2,1,1,1,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
93,149152352,CCCCC=CC(=NC)[O-],8,0,0,0,0,0,0,1,0,1,0,10,7,2,0,0,0,0,4,4,2,0,0,1,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon']
94,131162710,CCC1CNC(=O)NC1C,7,0,0,0,0,0,0,0,2,1,0,10,3,1,0,6,0,0,1,4,3,2,2,0,0,3,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane']
95,53633063,CC(CN1CC=CC=C1)O,8,0,0,0,0,0,0,0,1,1,0,10,4,0,0,4,2,0,2,3,2,1,1,0,0,2,1,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl']
96,141220835,C1CC(CCN=C1)C(=O)N,7,0,0,0,0,0,0,1,1,1,0,10,2,1,0,6,1,0,1,4,3,2,1,0,0,2,0,1,0,6,1,0,0,0,0,0,1,0,0,0,0,0,['Alkane'; 'Amide'; 'Imine']
97,147269386,CC(C)OC(=O)C1(C#C1)N,7,0,0,0,0,0,0,1,0,2,0,10,6,1,0,2,0,1,2,5,3,2,1,0,0,4,1,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Ether'; 'Ester'; 'Amine']
98,57080673,CC(NC1CCC(C1)S)O,7,0,0,0,0,1,0,1,0,1,0,10,5,0,0,5,0,0,2,3,2,2,2,0,0,3,1,1,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine'; 'Thiol']
99,21129191,C(CCC(=O)O)CC(N)O,6,0,0,0,0,0,0,1,0,3,0,10,8,1,0,0,0,0,5,7,4,4,3,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
100,132189596,CCNSCCNC(=O)N,5,0,0,0,0,1,0,3,0,1,0,10,8,1,0,0,0,0,5,5,4,4,3,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amine']
101,43499889,CC(CO)NCCCC#N,7,0,0,0,0,0,0,2,0,1,0,10,8,0,1,0,0,0,5,4,3,2,2,0,0,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine'; 'Nitrile']
102,143913203,CCCCC.CCNC=O,8,0,0,0,0,0,0,1,0,1,0,10,7,1,0,0,0,0,4,3,2,1,1,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane']
