JID,CID,Smiles,Carbon,Fluorine,Chlorine,Bromine,Iodine,Sulfur,Phosphorous,Acyclic nitrogen,Cyclic nitrogen,Acyclic oxygen,Cyclic oxygen,Heavy atoms,Acyclic single bonds,Acyclic double bonds,Acyclic triple bonds,Cyclic single bonds,Cyclic double bonds,Cyclic triple bonds,Rotable bonds,H-bond acceptor sites,H-bond acceptor atoms,H-bond donor sites,H-bond donor atoms,Negative charges,Positive charges,Acyclic single valent nodes,Acyclic divalent nodes,Acyclic trivalent nodes,Acyclic tetravalent nodes,Cyclic divalent nodes,Cyclic trivalent nodes,Cyclic tetravalent nodes,3-membered rings,4-membered rings,5-membered rings,6-membered rings,7-membered rings,8-membered rings,9-membered rings,>= 10-membered rings,nodes shared by >= 2 rings,edges shared by >= 2 rings,Functional groups
8861,65083001,CCC1CCCC(CC1)NC(C)C2=CC=CC=C2,17,0,0,0,0,0,0,1,0,0,0,18,6,0,0,10,3,0,4,1,1,1,1,0,0,2,2,1,0,10,3,0,0,0,0,1,1,0,0,0,0,0,['Alkane'; 'Amine']
8862,152409996,C1COCCN1CC#CC2=CC(=CN=C2)N=[N+]=[N-],12,0,0,0,0,0,0,3,2,0,1,18,4,2,1,9,3,0,2,7,6,0,0,1,1,1,5,0,0,9,3,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Ether'; 'Azo']
8863,72011160,CC(C)C1=NN=C(O1)NC(=O)CSC2=CC=CS2,11,0,0,0,0,2,0,1,2,1,1,18,8,1,0,5,5,0,5,7,5,1,1,0,0,3,3,2,0,7,3,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amide']
8864,43111022,CCCCCCNC(C)C1=CC=C(C=C1)CCC,17,0,0,0,0,0,0,1,0,0,0,18,12,0,0,3,3,0,9,1,1,1,1,0,0,3,8,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
8865,119801433,CC1=C(C=CC=C1NC(=O)CNC)CSC(C)C,14,0,0,0,0,1,0,2,0,1,0,18,11,1,0,3,3,0,6,4,3,2,2,0,0,5,5,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8866,62445650,CCOCCOCCOC1=CC=CC(=C1)CNC,14,0,0,0,0,0,0,1,0,3,0,18,12,0,0,3,3,0,10,7,4,1,1,0,0,2,10,0,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8867,81671908,CC(C)(C)NCC1=NN(C=N1)CC2CCCCC2,14,0,0,0,0,0,0,1,3,0,0,18,8,0,0,9,2,0,4,4,4,1,1,0,0,3,3,0,1,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amine']
8868,43382112,CCOCCCNC1=NCC(S1)C2=CC=CC=C2,14,0,0,0,0,1,0,1,1,1,0,18,8,0,0,7,4,0,6,4,3,1,1,0,0,1,6,0,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8869,66105688,CC(CCO)SC1=CC2=C(C=C1N)OCC(=O)N2,12,0,0,0,0,1,0,1,1,2,1,18,7,1,0,8,3,0,4,8,5,4,3,0,0,4,3,1,0,5,5,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amide'; 'Amine']
8870,127246025,CN1CCCC1C2=CC=CC(=N2)C3=CC=NN3C,14,0,0,0,0,0,0,0,4,0,0,18,4,0,0,11,5,0,2,4,4,0,0,0,0,2,0,0,0,10,6,0,0,0,2,1,0,0,0,0,0,0,['Alkane']
8871,79513797,C1=CC=C2C(=C1)C(=CO2)C(=O)NC3=NN=C(S3)N,11,0,0,0,0,1,0,2,2,1,1,18,4,1,0,8,7,0,2,8,6,3,2,0,0,2,1,1,0,9,5,0,0,0,2,1,0,0,0,0,2,1,['Amide'; 'Amine']
8872,18716072,CC(=O)NNCC1=CC=C(C=C1)C2=CC=CC=N2,14,0,0,0,0,0,0,2,1,1,0,18,6,1,0,6,6,0,4,5,4,2,2,0,0,2,3,1,0,9,3,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8873,66259880,CCNC1COCC1C(=O)N2CCC(CC2)(C)C,14,0,0,0,0,0,0,1,1,1,1,18,7,1,0,11,0,0,3,6,4,1,1,0,0,4,2,1,0,7,3,1,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amide'; 'Amine']
8874,44563029,CC1=CC=C(C=C1)OC2=CC=CC=C2CN(C)C,16,0,0,0,0,0,0,1,0,1,0,18,7,0,0,6,6,0,4,3,2,0,0,0,0,3,2,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Ether']
8875,154178973,CCCCCCC(C)N1CCCCN1CCOC,15,0,0,0,0,0,0,0,2,1,0,18,12,0,0,6,0,0,9,4,3,0,0,0,0,3,8,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether']
8876,89512368,CC(C)N(C(C)C)C(=O)C=C.CN(C)C(=O)C=C,14,0,0,0,0,0,0,2,0,2,0,18,12,4,0,0,0,0,4,6,4,0,0,0,0,10,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amide']
8877,90487889,CCOC(=O)C1=C(C2=C(C=C1)C(=CC=C2)OC)O,14,0,0,0,0,0,0,0,0,4,0,18,7,1,0,6,5,0,3,8,4,1,1,0,0,4,3,1,0,5,5,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Ether'; 'Ester']
8878,144552410,CNC(=C)C1=NC=CC(=C1)CC2=CC(=CC=C2)N,15,0,0,0,0,0,0,2,1,0,0,18,6,1,0,6,6,0,4,3,3,3,2,0,0,3,2,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amine']
8879,113843894,CCOC1=CC=C(C=C1)C2=NC(=C(NC2=O)C)C,14,0,0,0,0,0,0,0,2,2,0,18,6,1,0,6,6,0,3,6,4,1,1,0,0,4,2,0,0,6,6,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Ether']
8880,106897551,C1=CC(=NN=C1)CNC2=C(C=C(C=N2)C(=O)O)N,11,0,0,0,0,0,0,2,3,2,0,18,6,1,0,6,6,0,4,9,7,4,3,0,0,3,2,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
8881,115210540,CCC(C)C1=CC=C(C=C1)NCCC2CCNC2,16,0,0,0,0,0,0,1,1,0,0,18,8,0,0,8,3,0,6,2,2,2,2,0,0,2,4,1,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amine']
8882,54806331,CN(CCNC1CCCCC1)CC2=CC=CC=C2,16,0,0,0,0,0,0,2,0,0,0,18,7,0,0,9,3,0,6,2,2,1,1,0,0,1,4,1,0,10,2,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Amine']
8883,11345876,C[C@]1(C2(C=CC(O1)(C)C)OCCO2)CCC(=O)O,13,0,0,0,0,0,0,0,0,2,3,18,7,1,0,10,1,0,3,10,5,1,1,0,0,5,2,1,0,7,0,3,0,0,1,1,0,0,0,0,1,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
8884,62641585,CC(CNCCN1CCCC1)(C2=CC=CC=C2)O,15,0,0,0,0,0,0,1,1,1,0,18,8,0,0,8,3,0,6,4,3,2,2,0,0,2,4,0,1,9,2,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amine']
8885,150772446,C1C2CN(C1CN2N=[N+]=[N-])CCC3=CC=CC=C3,13,0,0,0,0,0,0,3,2,0,0,18,4,2,0,11,3,0,4,5,5,0,0,1,1,1,4,0,0,8,5,0,0,0,2,1,0,0,0,0,3,2,['Alkane'; 'Azo']
8886,79840959,CC1(CCCC1NC(=O)CC2=CC(=CC=C2)O)C,15,0,0,0,0,0,0,1,0,2,0,18,7,1,0,8,3,0,3,5,3,2,2,0,0,4,2,1,0,7,3,1,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide']
8887,63072296,CC1=CN(N=C1)C2=CC=CC=C2CNCCOC,14,0,0,0,0,0,0,1,2,1,0,18,8,0,0,6,5,0,6,5,4,1,1,0,0,2,5,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8888,64358093,CC(C)C(CCC(=O)N(C)CC(C)C#N)CCN,14,0,0,0,0,0,0,3,0,1,0,18,15,1,1,0,0,0,8,5,4,2,1,0,0,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine'; 'Nitrile']
8889,55164820,CCCOCC1=NC(=CS1)C2=CC=C(C=C2)CN,14,0,0,0,0,1,0,1,1,1,0,18,8,0,0,6,5,0,6,4,3,2,1,0,0,2,5,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8890,105271834,CCCC(C(CC1=NC=NN1C(C)C)NN)OC,12,0,0,0,0,0,0,2,3,1,0,18,13,0,0,3,2,0,8,7,6,3,2,0,0,5,5,3,0,3,2,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8891,116982541,CC1=CC(=CC=C1)C2CN(C(=O)N2C)CCC#N,14,0,0,0,0,0,0,1,2,1,0,18,6,1,1,8,3,0,3,5,4,0,0,0,0,4,3,0,0,5,6,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Nitrile']
8892,14905943,C1=CC=C2C(=C1)C3=C4C(=CC=C5C4=C2SS5)SS3,14,0,0,0,0,4,0,0,0,0,0,18,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,2,3,0,0,0,0,8,6,[]
8893,79176172,CCCCN(CCO)C1=NC=C(C(=C1)C)[N+](=O)[O-],12,0,0,0,0,0,0,2,1,3,0,18,11,1,0,3,3,0,7,10,6,1,1,1,1,5,5,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl']
8894,60773770,C1CCC(C1)CC(=O)NCC2=C(C=CC(=C2)N)O,14,0,0,0,0,0,0,2,0,2,0,18,7,1,0,8,3,0,4,6,4,4,3,0,0,3,3,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide'; 'Amine']
8895,115356318,CC(C)(C)NC(=O)CNC(=O)C(=O)NCC(=S)N,10,0,0,0,0,1,0,4,0,3,0,18,13,4,0,0,0,0,4,10,7,5,4,0,0,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8896,150676837,CCC1=CSC(=C1)C2CC=CC=C3C2=CC(=C3)C,17,0,0,0,0,1,0,0,0,0,0,18,4,0,0,10,6,0,2,0,0,0,0,0,0,2,1,0,0,9,6,0,0,0,2,0,1,0,0,0,2,1,['Alkane'; 'Vinylic carbon']
8897,115330850,CC(CC1=CC=CS1)NC(=O)C2=C(N(N=C2)C)N,12,0,0,0,0,1,0,2,2,1,0,18,8,1,0,5,5,0,4,6,5,3,2,0,0,4,2,2,0,6,4,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8898,113385988,CCC1=NSC(=N1)SC2=CC=CC(=C2CN)SC,12,0,0,0,0,3,0,1,2,0,0,18,8,0,0,6,5,0,5,3,3,2,1,0,0,3,4,0,0,6,5,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amine']
8899,79478013,CCC(C)CN(CC)S(=O)(=O)C1=C(N=CC=C1)N,12,0,0,0,0,1,0,2,1,2,0,18,10,2,0,3,3,0,6,7,5,2,1,0,0,6,3,2,1,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amine']
8900,100944892,CCOC(=O)C/C(=C\1/C(=O)C2=CC=CC=C2S1)/C,14,0,0,0,0,1,0,0,0,3,0,18,6,3,0,7,3,0,3,6,3,0,0,0,0,4,3,2,0,5,4,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Vinylic carbon'; 'Ether'; 'Ketone'; 'Ester']
8901,151223387,CCOC(=O)CCC(CCN=[N+]=[N-])C(=O)OCC,11,0,0,0,0,0,0,3,0,4,0,18,13,4,0,0,0,0,9,11,7,0,0,1,1,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Azo']
8902,76921560,CCC(C)C(C)NC(=O)C(CC)(CC)C(=NO)N,13,0,0,0,0,0,0,3,0,2,0,18,15,2,0,0,0,0,7,7,5,4,3,0,0,8,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide'; 'Amine']
8903,106474625,CNC1CCOCC1C2=NC(=NO2)CCN(C)C,12,0,0,0,0,0,0,2,2,0,2,18,8,0,0,9,2,0,5,8,6,1,1,0,0,3,3,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8904,62269823,CC1=NC(=NC=C1)SCC2=CC=C(S2)C#CCO,13,0,0,0,0,2,0,0,2,1,0,18,7,0,1,6,5,0,3,4,3,1,1,0,0,2,5,0,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Acetylenic carbon'; 'Hydroxyl']
8905,113382797,CC(COC1=C(C=C(C=C1)/C(=N/O)/C)OC)OC,13,0,0,0,0,0,0,1,0,4,0,18,11,1,0,3,3,0,6,9,5,1,1,0,0,5,5,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether']
8906,80108787,C1COC2=C(C=C(C=C2)C(=O)NC3COC3)OC1,13,0,0,0,0,0,0,1,0,1,3,18,3,1,0,13,3,0,2,9,5,1,1,0,0,1,1,1,0,11,4,0,0,1,0,1,1,0,0,0,2,1,['Alkane'; 'Ether'; 'Amide']
8907,137927325,CN(CCC1CC1)C2=NC(=NC3=C2CCCC3)N,14,0,0,0,0,0,0,2,2,0,0,18,6,0,0,11,3,0,4,4,4,2,1,0,0,2,2,1,0,8,5,0,1,0,0,2,0,0,0,0,2,1,['Alkane'; 'Amine']
8908,113563069,CCOC1(CCC(CC1)C)C2=NC=CC(=N2)CN,14,0,0,0,0,0,0,1,2,1,0,18,7,0,0,9,3,0,4,5,4,2,1,0,0,3,3,0,0,8,3,1,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8909,43384092,C1CC(OC1)CN(CC2=CC=C(C=C2)N)C3CC3,15,0,0,0,0,0,0,2,0,0,1,18,6,0,0,11,3,0,5,4,3,2,1,0,0,1,2,1,0,10,4,0,1,0,1,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine']
8910,139030638,CC1CCC2=C(O1)C(=O)C3=C(C2=O)C=CC=C3O,14,0,0,0,0,0,0,0,0,3,1,18,2,2,0,12,4,0,0,8,4,1,1,0,0,4,0,0,0,6,8,0,0,0,0,3,0,0,0,0,4,2,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether'; 'Ketone']
8911,63671934,CCCOC1=C(C=CC(=C1)N(CC#N)CC#N)N,13,0,0,0,0,0,0,4,0,1,0,18,10,0,2,3,3,0,6,6,5,2,1,0,0,4,7,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amine'; 'Nitrile']
8912,79695416,CC(CCC(=O)O)CCN1CC2(C1)CCOCC2,14,0,0,0,0,0,0,0,1,2,1,18,8,1,0,10,0,0,6,7,4,1,1,0,0,3,4,2,0,7,1,1,0,1,0,1,0,0,0,0,1,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
8913,126857634,CN1CCCCC1CN2C=NC(=CC2=O)C3CC3,14,0,0,0,0,0,0,0,3,1,0,18,4,1,0,12,3,0,3,5,4,0,0,0,0,2,1,0,0,9,6,0,1,0,0,2,0,0,0,0,0,0,['Alkane']
8914,43732722,CCC(C)CC(CC)NC1=CC2=C(C=C1)OCC2,16,0,0,0,0,0,0,1,0,0,1,18,9,0,0,7,3,0,6,3,2,1,1,0,0,3,4,2,0,6,3,0,0,0,1,1,0,0,0,0,2,1,['Alkane'; 'Ether'; 'Amine']
8915,89397036,CC1=CC(=C2C(=C1N)OCC(O2)C(C)C(=O)O)N,12,0,0,0,0,0,0,2,0,2,2,18,7,1,0,8,3,0,2,10,6,5,3,0,0,6,0,2,0,4,6,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid'; 'Amine']
8916,108833673,CCCCNC(=O)/C(=C\N1CCN(CC1)C)/C#N,13,0,0,0,0,0,0,2,2,1,0,18,9,2,1,6,0,0,5,6,5,1,1,0,0,4,6,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Amide'; 'Nitrile']
8917,79288101,CC1=C2C(=NC=C1)N(C(=N2)N)CCC3=CC=CO3,13,0,0,0,0,0,0,1,3,0,1,18,5,0,0,8,7,0,3,6,5,2,1,0,0,2,2,0,0,8,6,0,0,0,2,1,0,0,0,0,2,1,['Alkane'; 'Amine']
8918,116285545,CCNS(=O)(=O)C1=CC=C(C=C1)NOCC(=O)O,10,0,0,0,0,1,0,2,0,5,0,18,9,3,0,3,3,0,7,12,7,3,3,0,0,5,5,1,1,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid'; 'Amine']
8919,81482561,CC(C)(CNC(=O)C1=C(C=C(C=C1)OC)OC)N,13,0,0,0,0,0,0,2,0,3,0,18,11,1,0,3,3,0,5,8,5,3,2,0,0,6,4,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amide'; 'Amine']
8920,54932845,CC1=C(C=CC(=C1)C(=S)N)NCCC2CCCC2,15,0,0,0,0,1,0,2,0,0,0,18,7,1,0,8,3,0,5,2,2,3,2,0,0,3,3,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amine']
8921,64349505,CCC1CCCCC1NC(=O)CCC(C)CCN,15,0,0,0,0,0,0,2,0,1,0,18,11,1,0,6,0,0,7,4,3,3,2,0,0,4,6,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8922,108417302,CC(C)CN1CCC(CC1)(C(=O)OC)NC2CC2,14,0,0,0,0,0,0,1,1,2,0,18,9,1,0,9,0,0,5,6,4,1,1,0,0,4,3,2,0,6,2,1,1,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Amine']
8923,151598081,C1CN(CCN1C2CN(C2)CCN=[N+]=[N-])C(=O)N,10,0,0,0,0,0,0,4,3,1,0,18,6,3,0,10,0,0,4,9,8,2,1,1,1,3,4,1,0,6,4,0,0,1,0,1,0,0,0,0,0,0,['Alkane'; 'Azo']
8924,107690425,CNCC1CCCN1C(=O)C2=C(C=CC=C2O)O,13,0,0,0,0,0,0,1,1,3,0,18,7,1,0,8,3,0,3,8,5,3,3,0,0,4,2,1,0,6,5,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Amide'; 'Amine']
8925,2286866,CCCCN(CC)C(=O)C1=CC=CC=C1OCC,15,0,0,0,0,0,0,1,0,2,0,18,11,1,0,3,3,0,7,5,3,0,0,0,0,4,6,2,0,4,2,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Amide']
8926,116342160,CCCCCCOCC(CNC(C)(C)CCO)O,14,0,0,0,0,0,0,1,0,3,0,18,17,0,0,0,0,0,12,7,4,3,3,0,0,5,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
8927,84164875,CC1=CC(=CC=C1)N2CC(=O)NCC2CC(=O)O,13,0,0,0,0,0,0,0,2,3,0,18,5,2,0,9,3,0,3,8,5,2,2,0,0,4,1,1,0,7,5,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amide']
8928,118241818,CCC(C)(C(C)N(C)S(=O)(=O)C)C(=O)NC(C)C,12,0,0,0,0,1,0,2,0,3,0,18,14,3,0,0,0,0,6,8,5,1,1,0,0,10,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,['Alkane'; 'Amide']
8929,113580081,CCN1CCOC(C1)CNC2=NC=C(S2)C(=O)O,11,0,0,0,0,1,0,1,2,2,1,18,7,1,0,9,2,0,5,9,6,2,2,0,0,3,3,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid'; 'Amine']
8930,149325983,CC(C)(C)OC(=O)/C=C/C1CCC(CC1)(CN)O,14,0,0,0,0,0,0,1,0,3,0,18,10,2,0,6,0,0,3,7,4,3,2,0,0,6,4,1,1,4,1,1,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Vinylic carbon'; 'Hydroxyl'; 'Ether'; 'Ester'; 'Amine']
8931,23797982,CC1=CC=CC=C1OCC(=O)N2CCCCCC2,15,0,0,0,0,0,0,0,1,2,0,18,5,1,0,10,3,0,3,5,3,0,0,0,0,2,2,1,0,10,3,0,0,0,0,1,1,0,0,0,0,0,['Alkane'; 'Ether'; 'Amide']
8932,84187471,CC(C)SC1=CC=C(C=C1)C2=C(N(C=N2)C)C=O,14,0,0,0,0,1,0,0,2,1,0,18,7,1,0,6,5,0,4,4,3,0,0,0,0,4,2,1,0,6,5,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Aldehyde']
8933,113321392,CC1=CC=CC=C1CSC2=CN=C(C=C2)C(=N)N,14,0,0,0,0,1,0,2,1,0,0,18,6,1,0,6,6,0,4,3,3,3,2,0,0,3,2,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Amine']
8934,21875500,CCCCC1(C(=O)N=C2N1CCCC2)CCCC,15,0,0,0,0,0,0,0,2,1,0,18,8,1,0,9,1,0,6,4,3,0,0,0,0,3,6,0,0,5,3,1,0,0,1,1,0,0,0,0,2,1,['Alkane']
8935,114570985,C1CCC2(CC1)CNCCN2C3=NC=CNC3=O,13,0,0,0,0,0,0,0,4,1,0,18,1,1,0,15,3,0,1,6,5,2,2,0,0,1,0,0,0,13,3,1,0,0,0,3,0,0,0,0,1,0,['Alkane'; 'Amine']
8936,55073379,CCC1=NC=CN1CCN2C=C(N=N2)CNCC,12,0,0,0,0,0,0,1,5,0,0,18,9,0,0,5,5,0,7,6,6,1,1,0,0,2,6,0,0,6,4,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amine']
8937,62033516,CC(C)CN(CC(=O)O)S(=O)(=O)N1CCOCC1,10,0,0,0,0,1,0,1,1,4,1,18,9,3,0,6,0,0,6,12,7,1,1,0,0,6,2,3,1,5,1,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Carboxylic acid']
8938,81317214,CN1C=CN=C1CCNC(=O)C2=NC=C(C=C2)N,12,0,0,0,0,0,0,2,3,1,0,18,7,1,0,6,5,0,4,7,6,3,2,0,0,3,3,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8939,55237310,CCNC(C)CCN1CCN(C2=CC=CC=C21)C,15,0,0,0,0,0,0,1,2,0,0,18,8,0,0,8,3,0,5,3,3,1,1,0,0,3,4,1,0,6,4,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Amine']
8940,113996844,CC(C)CCSC1=C(C=CC(=C1)OC)/C(=N/O)/N,13,0,0,0,0,1,0,2,0,2,0,18,11,1,0,3,3,0,6,6,4,3,2,0,0,5,5,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine']
8941,132019945,CC1=CC(=CC(=C1)OC(=O)N)C2=CC(=NC=C2)C,14,0,0,0,0,0,0,1,1,2,0,18,6,1,0,6,6,0,2,6,4,2,1,0,0,4,1,1,0,7,5,0,0,0,0,2,0,0,0,0,0,0,['Alkane'; 'Ether']
8942,105651556,COCC(CO)NC1=NC(=C(C=C1)[N+](=O)[O-])C#N,10,0,0,0,0,0,0,3,1,4,0,18,10,1,1,3,3,0,6,13,8,2,2,1,1,5,5,2,0,3,3,0,0,0,0,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Ether'; 'Amine'; 'Nitrile']
8943,114082405,C1CN(CC1C(=O)N)S(=O)(=O)C2=CNC=CC2=O,10,0,0,0,0,1,0,1,2,4,0,18,4,4,0,8,3,0,3,11,7,3,2,0,0,5,0,1,1,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amide']
8944,80649952,CC(C)C(C)CNCC1=CC=CC2=C1NCCC2,16,0,0,0,0,0,0,1,1,0,0,18,8,0,0,8,3,0,5,2,2,2,2,0,0,3,3,2,0,7,3,0,0,0,0,2,0,0,0,0,2,1,['Alkane'; 'Amine']
8945,106813860,C1CCC(C1)CN2CCCC(C2)CNCC(=O)O,14,0,0,0,0,0,0,1,1,2,0,18,7,1,0,11,0,0,6,6,4,2,2,0,0,2,4,1,0,8,3,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid'; 'Amine']
8946,114237733,CC(C)N1C(=S)NN=C1N2CCCC(CC2)SC,12,0,0,0,0,2,0,0,4,0,0,18,6,1,0,10,2,0,3,4,4,1,1,0,0,4,1,1,0,7,5,0,0,0,1,0,1,0,0,0,0,0,['Alkane']
8947,149691342,CC(C)CCC(C1CCCC1)(C(C)OC)C(=O)[O-],15,0,0,0,0,0,0,0,0,3,0,18,12,1,0,5,0,0,7,7,3,0,0,1,0,6,3,3,1,4,1,0,0,0,1,0,0,0,0,0,0,0,['Alkane'; 'Ether']
8948,43408083,CC1=C(SN=N1)C(=O)NC2=C(SC=C2)C(=O)OC,10,0,0,0,0,2,0,1,2,3,0,18,7,2,0,5,5,0,3,9,6,1,1,0,0,4,2,2,0,6,4,0,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Ether'; 'Ester'; 'Amide']
8949,66043872,CC1=CC(=CN=C1)C2=NN=NN2CC(C)C(=O)O,11,0,0,0,0,0,0,0,5,2,0,18,7,1,0,6,5,0,4,9,7,1,1,0,0,4,1,2,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Hydroxyl'; 'Carboxylic acid']
8950,83072538,CCC1(CCCN1)C(=O)N(C)CC2=CSC(=N2)C,13,0,0,0,0,1,0,1,2,1,0,18,8,1,0,8,2,0,4,5,4,1,1,0,0,4,2,2,0,7,2,1,0,0,2,0,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
8951,149696920,C1CN(CCN1)C2=NC=C3C(=N2)N(C=N3)N=[N+]=[N-],9,0,0,0,0,0,0,3,6,0,0,18,2,2,0,11,5,0,2,9,9,1,1,1,1,1,2,0,0,10,5,0,0,0,1,2,0,0,0,0,2,1,['Alkane'; 'Amine'; 'Azo']
8952,55035635,CC1=CC(=CC=C1)CNC(=O)CN2C=CC(=N2)N,13,0,0,0,0,0,0,2,2,1,0,18,7,1,0,6,5,0,4,6,5,3,2,0,0,3,3,1,0,7,4,0,0,0,1,1,0,0,0,0,0,0,['Alkane'; 'Amide'; 'Amine']
